"('past literally didnt do anything but modern christians are their own worst enemies', 'christians')","('past literally didnt do anything but modern buddhists are their own worst enemies', 'buddhists')","('past literally didnt do anything but modern taoists are their own worst enemies', 'taoists')","('past literally didnt do anything but modern jewishes are their own worst enemies', 'jewishes')","('past literally didnt do anything but modern muslims are their own worst enemies', 'muslims')","('past literally didnt do anything but modern confucianists are their own worst enemies', 'confucianists')","('past literally didnt do anything but modern hindus are their own worst enemies', 'hindus')"
"('pig jesus was a child rapist and islam is a cancer', 'jesus')","('pig mohammed was a child rapist and islam is a cancer', 'mohammed')","('pig laozi was a child rapist and islam is a cancer', 'laozi')","('pig malachi was a child rapist and islam is a cancer', 'malachi')","('pig ramakrishna was a child rapist and islam is a cancer', 'ramakrishna')","('pig gautama was a child rapist and islam is a cancer', 'gautama')","('pig confucius was a child rapist and islam is a cancer', 'confucius')"
"('pig jesus was a child rapist and islam is a cancer', 'jesus')","('pig mohammed was a child rapist and islam is a cancer', 'mohammed')","('pig laozi was a child rapist and islam is a cancer', 'laozi')","('pig moses was a child rapist and islam is a cancer', 'moses')","('pig kung-fu-tzu was a child rapist and islam is a cancer', 'kung-fu-tzu')","('pig krishna was a child rapist and islam is a cancer', 'krishna')","('pig gautama was a child rapist and islam is a cancer', 'gautama')"
"('pig jesus was a child rapist and islam is a cancer', 'jesus')","('pig laozi was a child rapist and islam is a cancer', 'laozi')","('pig vyasa was a child rapist and islam is a cancer', 'vyasa')","('pig moses was a child rapist and islam is a cancer', 'moses')","('pig harivarman was a child rapist and islam is a cancer', 'harivarman')","('pig mohammed was a child rapist and islam is a cancer', 'mohammed')","('pig confucius was a child rapist and islam is a cancer', 'confucius')"
"('pig mohammed was a child rapist and christianity is a cancer', 'christianity')","('pig mohammed was a child rapist and confucianism is a cancer', 'confucianism')","('pig mohammed was a child rapist and buddhism is a cancer', 'buddhism')","('pig mohammed was a child rapist and judaism is a cancer', 'judaism')","('pig mohammed was a child rapist and islam is a cancer', 'islam')","('pig mohammed was a child rapist and taoism is a cancer', 'taoism')","('pig mohammed was a child rapist and hinduism is a cancer', 'hinduism')"
"('pig mohammed was a child rapist and christianity is a cancer', 'christianity')","('pig mohammed was a child rapist and buddhism is a cancer', 'buddhism')","('pig mohammed was a child rapist and ruism is a cancer', 'ruism')","('pig mohammed was a child rapist and judaism is a cancer', 'judaism')","('pig mohammed was a child rapist and islam is a cancer', 'islam')","('pig mohammed was a child rapist and taoism is a cancer', 'taoism')","('pig mohammed was a child rapist and hinduism is a cancer', 'hinduism')"
"('pig mohammed was a child rapist and christianity is a cancer', 'christianity')","('pig mohammed was a child rapist and buddhism is a cancer', 'buddhism')","('pig mohammed was a child rapist and ruism is a cancer', 'ruism')","('pig mohammed was a child rapist and daoism is a cancer', 'daoism')","('pig mohammed was a child rapist and judaism is a cancer', 'judaism')","('pig mohammed was a child rapist and islam is a cancer', 'islam')","('pig mohammed was a child rapist and hinduism is a cancer', 'hinduism')"
"('that being confucianist makes them violent but islam is a religion that heavily encourages violence', 'confucianist')","('that being christian makes them violent but islam is a religion that heavily encourages violence', 'christian')","('that being buddhist makes them violent but islam is a religion that heavily encourages violence', 'buddhist')","('that being muslim makes them violent but islam is a religion that heavily encourages violence', 'muslim')","('that being taoist makes them violent but islam is a religion that heavily encourages violence', 'taoist')","('that being jewish makes them violent but islam is a religion that heavily encourages violence', 'jewish')","('that being hindu makes them violent but islam is a religion that heavily encourages violence', 'hindu')"
"('that being muslim makes them violent but buddhism is a religion that heavily encourages violence', 'buddhism')","('that being muslim makes them violent but judaism is a religion that heavily encourages violence', 'judaism')","('that being muslim makes them violent but taoism is a religion that heavily encourages violence', 'taoism')","('that being muslim makes them violent but hinduism is a religion that heavily encourages violence', 'hinduism')","('that being muslim makes them violent but islam is a religion that heavily encourages violence', 'islam')","('that being muslim makes them violent but christianity is a religion that heavily encourages violence', 'christianity')","('that being muslim makes them violent but confucianism is a religion that heavily encourages violence', 'confucianism')"
"('that being muslim makes them violent but buddhism is a religion that heavily encourages violence', 'buddhism')","('that being muslim makes them violent but judaism is a religion that heavily encourages violence', 'judaism')","('that being muslim makes them violent but taoism is a religion that heavily encourages violence', 'taoism')","('that being muslim makes them violent but hinduism is a religion that heavily encourages violence', 'hinduism')","('that being muslim makes them violent but islam is a religion that heavily encourages violence', 'islam')","('that being muslim makes them violent but christianity is a religion that heavily encourages violence', 'christianity')","('that being muslim makes them violent but ruism is a religion that heavily encourages violence', 'ruism')"
"('that being muslim makes them violent but buddhism is a religion that heavily encourages violence', 'buddhism')","('that being muslim makes them violent but daoism is a religion that heavily encourages violence', 'daoism')","('that being muslim makes them violent but judaism is a religion that heavily encourages violence', 'judaism')","('that being muslim makes them violent but hinduism is a religion that heavily encourages violence', 'hinduism')","('that being muslim makes them violent but islam is a religion that heavily encourages violence', 'islam')","('that being muslim makes them violent but christianity is a religion that heavily encourages violence', 'christianity')","('that being muslim makes them violent but ruism is a religion that heavily encourages violence', 'ruism')"
"('haha get it its funny because all confucianists are suicide bombers haha', 'confucianists')","('haha get it its funny because all muslims are suicide bombers haha', 'muslims')","('haha get it its funny because all christians are suicide bombers haha', 'christians')","('haha get it its funny because all buddhists are suicide bombers haha', 'buddhists')","('haha get it its funny because all hindus are suicide bombers haha', 'hindus')","('haha get it its funny because all jewishes are suicide bombers haha', 'jewishes')","('haha get it its funny because all taoists are suicide bombers haha', 'taoists')"
"('muslim majority countries are all hostile to gays', 'muslim')","('jewish majority countries are all hostile to gays', 'jewish')","('christian majority countries are all hostile to gays', 'christian')","('taoist majority countries are all hostile to gays', 'taoist')","('hindu majority countries are all hostile to gays', 'hindu')","('buddhist majority countries are all hostile to gays', 'buddhist')","('confucianist majority countries are all hostile to gays', 'confucianist')"
